category_id,category_code
2110187392055903187,apparel.shorts
2053013561847841545,furniture.bedroom.blanket
2232732085997535433,accessories.bag
2232732092087664982,electronics.audio.microphone
2053013555287949705,computers.peripherals.printer
2232732089302647060,furniture.bedroom.blanket
2136935916512478049,appliances.kitchen.kettle
2053013557024391671,apparel.shoes.moccasins
2134905035589419799,computers.desktop
2053013558643393109,apparel.shoes.keds
2232732092221882714,electronics.audio.microphone
2062461739429003880,furniture.bedroom.pillow
2127425436764865054,construction.tools.welding
2232732065311228801,appliances.kitchen.juicer
2232732109049430736,apparel.costume
2232732099981345295,appliances.personal.massager
2053013554247762257,computers.components.videocards
2110937221648352149,apparel.trousers
2232732108244124346,apparel.underwear
2116907525143003265,sport.bicycle
2232732108613223108,sport.trainer
2053013558492398155,apparel.shoes
2232732108453839552,accessories.bag
2232732092700033384,furniture.universal.light
2053013555724157349,sport.bicycle
2055909011886178857,apparel.trousers
2053013559381590653,apparel.shoes
2232732115072451430,apparel.shoes.keds
2053013555220840837,appliances.kitchen.juicer
2053013558349791811,apparel.jeans
2053013553425678619,apparel.costume
2232732135213498718,apparel.trousers
2053013555069845885,appliances.kitchen.mixer
2232732097775141341,apparel.shoes.keds
2053013559842964121,furniture.living_room.chair
2232732097473151444,apparel.belt
2053013564641248165,construction.tools.screw
2232732128041238700,apparel.shirt
2232732073574007777,furniture.kitchen.chair
2053013561059312345,electronics.tablet
2232732114845959008,apparel.shoes.keds
2053013558098133555,furniture.kitchen.table
2053013562611204913,apparel.shoes
2110187395688169553,apparel.skirt
2053013555380224399,apparel.shoes
2078957459430441624,apparel.shoes
2232732106004365963,appliances.kitchen.grill
2134905044833666047,auto.accessories.compressor
2053013564699968425,apparel.shirt
2053013556277805513,furniture.bathroom.bath
2053013551898951873,construction.tools.light
2232732114611077978,construction.tools.light
2116907524572577889,apparel.shoes
2127424820051182462,apparel.sock
2232732104788017783,appliances.kitchen.grill
2232732135960084850,apparel.costume
2232732085477441729,furniture.kitchen.table
2053013558249128509,apparel.shoes.keds
2156066252290785356,apparel.glove
2061717948367634684,furniture.living_room.shelving
2053013558945383017,accessories.bag
2232732091307524418,appliances.kitchen.refrigerators
2059484602216481097,apparel.shirt
2195638368530858580,apparel.tshirt
2232732091718566220,appliances.kitchen.refrigerators
2090228413380952337,apparel.underwear
2232732102204326461,furniture.bedroom.blanket
2232732109418529498,apparel.shirt
2053013562946749253,appliances.personal.scales
2232732108982321870,apparel.costume
2053013565681435611,apparel.shoes.sandals
2053013565782098913,apparel.shoes
2232732113948377930,sport.bicycle
2140784658734907686,apparel.shoes
2195849987374448765,apparel.trousers
2053013559960404641,appliances.environment.vacuum
2053013562720256823,computers.desktop
2110937219442148235,computers.components.cdrw
2053013561420022511,accessories.bag
2053013554474254687,electronics.audio.microphone
2053013563877884791,appliances.kitchen.hob
2053013560237228724,appliances.kitchen.kettle
2053013557418656265,furniture.bathroom.toilet
2232732107111662241,appliances.kitchen.toster
2053013559473865347,apparel.shoes
2053013555883540911,apparel.underwear
2053013559406756479,sport.snowboard
2053013555036291451,appliances.personal.scales
2053013565589160919,apparel.pajamas
2232732108135072439,apparel.underwear
2202945713069883947,computers.desktop
2053013555816432043,kids.skates
2053013558316237377,furniture.kitchen.table
2053013557829698083,country_yard.lawn_mower
2232732103546503769,apparel.shoes
2179887839699796424,apparel.shoes
2053013552326770905,appliances.environment.water_heater
2053013559985570467,country_yard.cultivator
2058719826188173878,apparel.glove
2232732093421453692,furniture.bedroom.blanket
2232732074228319207,kids.toys
2232732098446229999,apparel.shoes.sandals
2053013558752445019,auto.accessories.compressor
2053013565857596389,apparel.shoes.ballet_shoes
2096280538292683405,appliances.kitchen.kettle
2053013557569651219,auto.accessories.winch
2232732085267726525,furniture.kitchen.table
2232732086928670945,electronics.camera.photo
2053013558458843721,apparel.shoes
2232732134366249290,apparel.tshirt
2155114836386644747,apparel.shirt
2232732120382440434,sport.snowboard
2232732097255047630,accessories.bag
2060981320481243178,furniture.living_room.shelving
2053013562359546659,apparel.shirt
2053013555262783879,appliances.kitchen.blender
2053013560178508465,construction.tools.generator
2053013553610228007,auto.accessories.radar
2232732111633122070,furniture.kitchen.table
2053013558031024687,furniture.kitchen.table
2139150089359196199,accessories.bag
2232732082734366859,electronics.audio.acoustic
2232732108839715530,apparel.costume
2172371122509578610,apparel.shoes
2232732114200036176,construction.tools.light
2078957461947024180,apparel.tshirt
2053013558156853815,apparel.shoes
2191335803840364588,construction.tools.drill
2053013552226107603,appliances.environment.fan
2232732091961835858,appliances.environment.air_heater
2053013565001958329,apparel.shoes
2053013554625249641,electronics.camera.video
2098563448148329133,appliances.kitchen.washer
2232732071460078545,kids.toys
2232732091391410500,appliances.kitchen.blender
2053013557787755041,computers.components.cooler
2232732133644828984,apparel.tshirt
2232732108780995272,sport.trainer
2053013551882174655,construction.tools.welding
2053013565983425517,appliances.environment.vacuum
2110937189033444097,accessories.bag
2232732097842250207,apparel.shoes.keds
2232732110794261248,construction.tools.pump
2232732081979392118,furniture.living_room.cabinet
2232732106373464721,appliances.kitchen.toster
2070747673266226092,kids.toys
2059484387635888645,apparel.jacket
2053013553761222961,apparel.shoes
2232732109359809240,construction.tools.painting
2053013557544485393,sport.tennis
2053013556252639687,construction.tools.drill
2232732098135851495,apparel.shoes
2053013555657048481,apparel.underwear
2053013564490253213,sport.snowboard
2053013564557362081,furniture.kitchen.table
2053013557955527211,country_yard.lawn_mower
2232732134240420166,apparel.sock
2085718636156158307,construction.tools.saw
2232732105635267203,kids.swing
2232732108319621820,apparel.underwear
2053013556604961245,apparel.jeans
2097045743373123623,auto.accessories.light
2053013565329114057,apparel.shoes.slipons
2053013558433677895,furniture.kitchen.table
2053013557225718275,apparel.shoes.sandals
2232732097179550156,sport.trainer
2053013559549362823,computers.components.cooler
2060237591176806498,apparel.jacket
2053013552058335434,appliances.kitchen.meat_grinder
2053013557099889147,furniture.bedroom.bed
2126679654801604876,accessories.bag
2232732108168626872,apparel.underwear
2139960758153249767,apparel.underwear
2232732097582203351,apparel.shoes
2053013557645148695,electronics.audio.microphone
2232732084546306225,furniture.living_room.chair
2146660887203676486,apparel.costume
2053013565253616583,apparel.shoes.moccasins
2053013561814287111,auto.accessories.anti_freeze
2053013563366179673,apparel.glove
2053013556823065065,construction.tools.light
2053013560061067945,country_yard.lawn_mower
2053013561554240247,electronics.clocks
2232732105014510203,apparel.sock
2116907524488691805,apparel.shoes.keds
2232732115290555244,apparel.shoes
2059484601444729123,apparel.shirt
2232732101164139047,appliances.environment.vacuum
2053013556126810558,accessories.bag
2053013559608083083,medicine.tools.tonometer
2232732127344984218,apparel.glove
2232732116347519880,appliances.environment.vacuum
2232732097649312217,apparel.shoes.keds
2232732115533824882,apparel.shoes
2162513070503494350,construction.tools.welding
2232732114929845090,apparel.shoes
2059484602140983621,apparel.shirt
2078957452602114300,auto.accessories.light
2053013561889784587,furniture.bedroom.blanket
2061717931909186006,computers.peripherals.printer
2053013566453186567,apparel.shoes
2053013563097744201,appliances.personal.hair_cutter
2053013555690602915,apparel.costume
2085718362939196049,construction.tools.screw
2232732134081036610,apparel.tshirt
2232732103689110109,apparel.shoes
2232732127412093084,apparel.glove
2232732110274167538,appliances.kitchen.kettle
2113934850560885372,apparel.shoes.keds
2053013560530830019,electronics.camera.video
2184976688121643656,apparel.sock
2232732070637994954,furniture.kitchen.table
2134905044766557181,appliances.environment.vacuum
2171876361721872578,apparel.costume
2053013561327747819,apparel.shoes.ballet_shoes
2053013553098522884,kids.toys
2172371436436455782,electronics.tablet
2232732099838738957,appliances.personal.massager
2232732114376196948,furniture.bathroom.bath
2053013559322870393,apparel.costume
2186437842094261028,apparel.jumper
2282652065861730868,stationery.paper
2232732104343421549,apparel.scarf
2232732115617710964,apparel.shoes.keds
2232732083128631445,furniture.living_room.chair
2053013561956893455,kids.skates
2232732105811427975,appliances.kitchen.grill
2053013562560873263,furniture.living_room.cabinet
2053013563768832881,apparel.costume
2053013557385101831,appliances.kitchen.dishwasher
2053013554415534427,electronics.video.tv
2232732085393555647,furniture.living_room.sofa
2053013552385491165,appliances.sewing_machine
2232732089663357214,computers.peripherals.mouse
2232732102640534085,apparel.shoes.keds
2053013556521075159,apparel.shoes
2053013557452210699,electronics.clocks
2232732120852202494,apparel.shoes
2150829948548416122,construction.tools.soldering
2053013557343158789,construction.components.faucet
2159535995811266819,apparel.glove
2232732089042600205,furniture.bedroom.bed
2053013563332625239,apparel.shoes
2079713978400899337,furniture.living_room.cabinet
2173216765583032544,apparel.shirt
2053013552888807671,computers.peripherals.mouse
2053013555573162395,electronics.telephone
2053013556915339759,sport.ski
2053013558618227283,construction.tools.welding
2232732121229688840,apparel.shoes
2091727623985037543,apparel.sock
2053013561587794682,electronics.clocks
2053013565639492569,apparel.shoes
2077453854185620383,appliances.kitchen.toster
2232732104175649385,apparel.scarf
2078957452635668734,kids.fmcg.diapers
2098563460336976001,construction.tools.pump
2053013558525952589,electronics.smartphone
2232732120927698944,sport.diving
2119910569631810087,sport.trainer
2053013565413000141,apparel.shoes.slipons
2232732109250757334,construction.tools.painting
2137134549706998477,apparel.shoes.moccasins
2232732107312988837,apparel.shorts
2232732081585127530,construction.components.faucet
2109094148110811752,computers.notebook
2053013551865397438,sport.trainer
2232732097993245155,apparel.shoes.sandals
2053013556227473861,construction.tools.saw
2232732138325672372,apparel.costume
2053013558785999453,apparel.shoes.moccasins
2232732124526411862,apparel.shoes
2232732113310843708,construction.tools.light
2232732097934524897,apparel.shoes.keds
2232732115693208438,apparel.underwear
2110937223082804123,furniture.living_room.cabinet
2232732089109709071,apparel.shoes
2053013564087600005,apparel.tshirt
2053013556135199167,construction.tools.welding
2232732086358245585,computers.peripherals.printer
2232732104494416497,apparel.shoes
2232732096995000776,sport.trainer
2055156924466332447,apparel.jeans
2232732099436085763,construction.tools.welding
2053013553090134275,kids.toys
2232732110643266300,country_yard.furniture.hammok
2232732097330545104,accessories.bag
2232732112128049954,sport.tennis
2232732082121998458,kids.toys
2136389353511846005,apparel.shoes.sandals
2053013553635393833,appliances.personal.massager
2232732089587859740,appliances.personal.hair_cutter
2134904980736311929,electronics.clocks
2053013560346280633,kids.carriage
2232732093077520756,construction.tools.light
2232732130591375596,sport.ski
2232732104259535467,apparel.scarf
2053013566587404305,apparel.jeans
2053013566243472379,accessories.wallet
2053013562149831447,furniture.universal.light
2232732094386143634,computers.components.power_supply
2145039101303194425,sport.tennis
2053013554658804075,electronics.audio.headphone
2053013560086233771,construction.tools.pump
2232732111154971402,construction.tools.pump
2053013563483620193,appliances.kitchen.fryer
2053013565228450757,apparel.shoes
2232732082809864333,electronics.audio.music_tools.piano
2053013554960793975,appliances.kitchen.toster
2053013566209917945,accessories.bag
2106075662325383725,kids.swing
2172371118332051820,apparel.shoes
2062461754293617058,computers.peripherals.printer
2195742276976640352,apparel.dress
2053013559708746385,apparel.tshirt
2053013562082722579,apparel.shoes
2232732115777094520,apparel.underwear
2232732112438428456,apparel.tshirt
2232732093681500546,auto.accessories.compressor
2053013555908706737,apparel.skirt
2232732120315331568,sport.snowboard
2232732084923793591,furniture.kitchen.table
2232732103210959441,computers.ebooks
2232732115005342564,apparel.shoes.keds
2232732061804790604,furniture.bedroom.bed
2053013553056579841,computers.peripherals.printer
2232732107614978731,apparel.shorts
2232732112035775264,sport.tennis
2173216763896922288,apparel.shirt
2053013555413778833,electronics.telephone
2232732100534993435,appliances.personal.massager
2232732099595469319,furniture.living_room.chair
2100065080828756704,auto.accessories.winch
2166064855264526831,apparel.jumper
2053013562325992225,construction.tools.welding
2232732064673694591,appliances.kitchen.dishwasher
2053013551907340482,sport.ski
2095518921321874323,furniture.living_room.cabinet
2232732106247635599,appliances.kitchen.toster
2127425434894205468,construction.tools.painting
2144916515806248980,construction.tools.saw
2053013566176363511,appliances.iron
2232732069279040441,auto.accessories.alarm
2053013562502153003,auto.accessories.anti_freeze
2059484599498571969,furniture.kitchen.table
2053013553526341921,appliances.ironing_board
2053013553283072273,apparel.sock
2053013555497664919,electronics.telephone
2053013563424899933,apparel.underwear
2053013553459233053,apparel.shirt
2053013558072967729,furniture.kitchen.table
2053013554776244595,appliances.kitchen.microwave
2232732087834640627,appliances.kitchen.grill
2232732120768316412,apparel.shoes
2079713978711277851,apparel.shoes
2053013559935238815,apparel.shoes
2116907524295753813,apparel.shoes.keds
2053013556755956197,appliances.kitchen.refrigerators
2053013565882762215,apparel.jumper
2053013555178897795,electronics.tablet
2232732108059574965,apparel.underwear
2173325534287627249,apparel.costume
2232732112782361392,kids.swing
2232732097548648918,apparel.shoes
2232732103831716449,apparel.shoes
2232732071208420303,furniture.living_room.chair
2053013564523807647,sport.trainer
2055156895844401457,apparel.trousers
2232732089369755926,accessories.bag
2053013563970159485,appliances.kitchen.refrigerators
2070005009256284935,apparel.jacket
2053013566537072653,kids.swing
2053013565824041955,apparel.shoes.sandals
2053013552469377249,apparel.jeans
2053013564968403895,appliances.kitchen.fryer
2061717937420501730,furniture.living_room.shelving
2086471240842740173,apparel.shirt
2232732137780412838,furniture.kitchen.table
2053013563718501229,computers.components.cooler
2232732111087862536,kids.swing
2053013560220451507,apparel.shirt
2232732124283142224,apparel.shirt
2232732122924187694,construction.tools.soldering
2232732112539091754,kids.swing
2053013553400512793,apparel.pajamas
2232732085729099973,computers.desktop
2232732110366442228,apparel.shirt
2053013558391734853,computers.desktop
2147123662858224552,auto.accessories.anti_freeze
2232732095074009504,construction.tools.welding
2053013553819943221,accessories.bag
2053013555942261171,sport.trainer
2076715364204413467,apparel.shorts
2232732111943500574,furniture.kitchen.table
2232732104653800053,appliances.kitchen.grill
2053013563517174627,sport.ski
2053013565043901371,apparel.shoes
2232732124853567582,apparel.shirt
2135658542781170420,apparel.shoes
2110937217663763331,apparel.jacket
2053013558593061457,apparel.shoes
2232732074991682545,computers.peripherals.keyboard
2053013555120177537,appliances.kitchen.steam_cooker
2232732133149901102,construction.tools.drill
2145603402644587402,country_yard.watering
2070005009382114061,apparel.underwear
2232732113235346234,apparel.tshirt
2053013559440310913,sport.snowboard
2164478103445832281,apparel.shoes
2292044075982913587,furniture.bathroom.bath
2110187395721723987,apparel.costume
2073725967779496307,apparel.shoes.step_ins
2232732102414041665,computers.components.cooler
2232732106943890077,appliances.kitchen.toster
2084962304016777941,apparel.costume
2053013553375346967,computers.notebook
2232732088413454589,furniture.universal.light
2232732134299140424,apparel.tshirt
2053013557133443581,furniture.living_room.cabinet
2176851562834428674,construction.tools.welding
2071490004441367490,apparel.sock
2232732113872880456,apparel.shoes
2139960757717042139,apparel.tshirt
2232732120533435382,stationery.cartrige
2059484601981600061,country_yard.furniture.hammok
2053013562837697343,sport.ski
2232732092490318178,computers.desktop
2053013560555995845,auto.accessories.compressor
2232732103764607583,apparel.shoes
2053013563173241677,apparel.shoes
2053013562250494749,construction.tools.welding
2171876348610478994,apparel.shirt
2232732127806357670,apparel.costume
2053013558802776671,apparel.shoes.ballet_shoes
2053013552737812719,stationery.cartrige
2053013558005858861,electronics.telephone
2232732137855910312,apparel.pajamas
2053013563307459413,apparel.shoes
2053013566503518219,sport.trainer
2053013565069067197,apparel.shoes.keds
2232732086987391203,apparel.shoes.sandals
2053013553668948267,apparel.costume
2232732098077131237,apparel.shoes.moccasins
2060981320581906480,apparel.trousers
2053013559348036219,sport.ski
2232732110148338414,apparel.trousers
2232732110861370114,furniture.living_room.cabinet
2053013553945772349,electronics.audio.subwoofer
2232732098706276853,apparel.shoes
2053013554004492609,computers.components.cooler
2232732100056842769,appliances.personal.massager
2053013554449088861,furniture.living_room.chair
2053013557234106884,sport.snowboard
2053013551924117699,sport.ski
2055156924315337497,apparel.trousers
2098563440799908223,apparel.glove
2053013553325015316,appliances.kitchen.toster
2096280510920655375,construction.tools.saw
2053013552570040549,electronics.video.projector
2232732074379314153,appliances.personal.hair_cutter
2098563450757186313,construction.tools.light
2232732082063278200,electronics.clocks
2232732086257582287,electronics.tablet
2053013557938749994,accessories.bag
2053013558861496931,apparel.shoes
2053013559255761525,sport.ski
2232732113596056386,accessories.bag
2135658543242543872,apparel.shoes
2053013559792632471,furniture.living_room.sofa
2232732119669408734,apparel.shoes
2232732086173696205,apparel.tshirt
2053013557603205653,electronics.audio.music_tools.piano
2232732109796016868,apparel.shirt
2059484599414685885,apparel.jacket
2053013563248739153,apparel.shoes
2116907507795361987,furniture.bedroom.bed
2053013562292437791,medicine.tools.tonometer
2053013557510930959,apparel.shirt
2053013559515808389,construction.tools.saw
2053013551932506308,construction.tools.drill
2053013552502931683,computers.peripherals.camera
2053013559767466645,sport.trainer
2053013563911439225,appliances.kitchen.refrigerators
2185524688778691138,appliances.kitchen.fryer
2053013559515808389,others
2232732082868584591,electronics.audio.music_tools.piano
2055156924407612189,accessories.bag
2232732101919113783,furniture.bedroom.blanket
2053013553853497655,apparel.jeans
2232732116137804674,apparel.underwear
2232732101575180847,computers.components.cooler
2232732098546893297,apparel.shoes.keds
2232732101667455537,apparel.shoes.slipons
2232732079362146365,electronics.audio.acoustic
2232732134441746764,apparel.tshirt
2086471240800797129,apparel.trousers
2053013559104766575,apparel.costume
2232732108713886406,apparel.costume
2053013565362668491,apparel.shoes.keds
2053013553912217915,apparel.tshirt
2053013560581161671,auto.accessories.compressor
2234185357446873711,apparel.shirt
2053013554189041997,computers.components.memory
2053013563215184719,apparel.shoes
2053013556655292897,apparel.shoes
2053013562778977083,sport.ski
2053013561495519987,electronics.clocks
2053013560899928785,auto.accessories.videoregister
2116907525235277959,sport.bicycle
2053013564599305123,sport.trainer
2053013553257906447,kids.toys
2100064858975240628,furniture.kitchen.table
2232732127554699424,apparel.shoes
2053013558131687989,apparel.shoes.keds
2232732094302257552,furniture.kitchen.table
2053013554499420513,electronics.audio.acoustic
2053013553727668527,apparel.shoes
2232732083229294743,furniture.kitchen.chair
2053013552259662037,computers.components.power_supply
2232732100132340243,appliances.personal.massager
2232732119585522652,apparel.costume
2232732120994807810,apparel.shoes
2053013566033757167,appliances.ironing_board
2053013555673825698,apparel.shoes
2053013563584283495,sport.ski
2232732086089810123,electronics.smartphone
2053013561302581993,apparel.shoes.moccasins
2232732113503781696,accessories.bag
2053013565748544479,apparel.shoes
2116907519078040377,apparel.shoes
2053013558920217191,computers.notebook
2232732120457937908,sport.diving
2053013553031414015,computers.peripherals.monitor
2053013563835941749,appliances.kitchen.refrigerators
2053013557477376525,furniture.bathroom.bath
2232732120617321464,apparel.shoes
2232732124778070108,apparel.shirt
2084962303446352569,construction.tools.welding
2053013565152953281,apparel.shoes.step_ins
2232732106096640653,appliances.kitchen.toster
2053013565706601437,apparel.shoes.moccasins
2232732074815521775,computers.peripherals.mouse
2053013552167387343,appliances.environment.climate
2232732113017242422,computers.notebook
2232732099243147775,furniture.living_room.chair
2053013554096767303,computers.components.power_supply
2053013552351936731,appliances.environment.air_conditioner
2232732087339712749,appliances.ironing_board
2053013553585062181,electronics.audio.acoustic
2053013555782877609,sport.bicycle
2053013557712257564,construction.tools.pump
2053013557863252517,computers.components.cooler
2090971680481476652,furniture.living_room.shelving
2055156910180532997,apparel.skirt
2076715364279910943,appliances.environment.air_conditioner
2053013565194896323,apparel.shoes.sandals
2053013560807654091,auto.accessories.alarm
2232732092767142250,furniture.universal.light
2053013558559507023,apparel.shoes
2053013563810775923,appliances.kitchen.washer
2053013564154708873,apparel.jumper
